952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c),650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
LG032543,Buchanan Georage R.,Finite Element Analysis,,Tata Mcgraw Hill,2004,264,624,eng,LGGRANT,LGGRANT,Civil Engineering,225,INR,22/12/2004,2183,Reference,Reference Section,NFIC,APS,
LG032551,"Govindarajan , M.",Engineering Ethics,,Prentice Hall of India,2004,181,624,eng,LGGRANT,LGGRANT,Civil Engineering,150,INR,24/01/2005,2273,Reference,Reference Section,NFIC,APS,
LG032552,"Bhavikatti , S.S.",Finite Element Analysis,,New age Publication,2005,334,624,eng,LGGRANT,LGGRANT,Civil Engineering,150,INR,24/01/2005,2273,Reference,Reference Section,NFIC,APS,
LG032553,"Albert , C.P. Lo",Concepts and Techniques of GeograPrentice Hall of Indiac information Systems,,Prentice Hall of India,2004,492,624,eng,LGGRANT,LGGRANT,Civil Engineering,295,INR,24/01/2005,2273,Reference,Reference Section,NFIC,APS,
LG032608,"Murty , C.V.R.",IITK - BMPTC Earthquake Tips,,BMTPC,2005,48,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032609,"Murty , C.V.R.",IITK - BMPTC Earthquake Tips,,BMTPC,2005,48,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032610,"Murty , C.V.R.",IITK - BMPTC Earthquake Tips,,BMTPC,2004,48,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032611,IAEE,Guidelines for earthquake Resistant Non Engineering Construction,,Nicee,2003,116,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032612,IAEE,Bhukamp Pratirodhi gaur engineer Nirman : Disha Nirdeshika,,Nicee,2001,113,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032613,"Yashinsky , malik",Fundamentals of Seismic Protection for Bridges,,EERI,2004,113,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032614,"Chopra, A.K.",Dynamics of Structures,,Prentice Hall of India,2004,844,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032615,"Chopra, A.K.",Dynamics of Structures,,Prentice Hall of India,2004,844,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032616,"Chopra, A.K.",Dynamics of Structures,,Prentice Hall of India,2004,844,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032617,"Kramer, Stevens L.",Geotechnical Earthquake Engineering,,Pearson Edu,2004,663,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032618,"Kramer, Stevens L.",Geotechnical Earthquake Engineering,,Pearson Edu,2004,663,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032619,"Kramer, Stevens L.",Geotechnical Earthquake Engineering,,Pearson Edu,2004,663,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032620,"Stratta , James L.",Manual of Seismic Design,,Pearson Edu,2004,272,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032621,"Stratta , James L.",Manual of Seismic Design,,Pearson Edu,2004,272,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032622,"Stratta , James L.",Manual of Seismic Design,,Pearson Edu,2004,272,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032623,"Englekirk , Robert",Steel Structrures,,Wiley,2003,807,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032624,"Englekirk , Robert",Steel Structrures,,Wiley,2003,807,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032625,"Englekirk , Robert",Steel Structrures,,Wiley,2003,807,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032626,"Day, Robert W.",Geotechnical Earthquake Engineering,,Mcgraw Hill,2002,111,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,National Programme on earthquake Engineering EducationNPEEE(Govt of India),
LG032627,"Dawrick , David",Earthquake Risk Reduction,,Wiley,2003,506,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Earthquake Engineering Eduaction Govt of India,
LG032628,"Englekirk , Robert",Seismic Design of reinforced and Precast Concrete  Building,,Wiley,2003,825,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Earthquake Engineering Eduaction Govt of India,
LG032629,"Coburn , Andrew",Earthquake Protection,,Wiley,2002,420,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Earthquake Engineering Eduaction Govt of India,
LG032630,Chen W.F.,Bridge Engineering : Seismic Design,,CRC,2003,1.12,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Earthquake Engineering Eduaction Govt of India,
LG032631,Chen W.F.,Earthquake Engineering Hand Book,,CRC,2003,34.21,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Earthquake Engineering Eduaction Govt of India,
LG032632,"Ambrose , James",Design for Earthquakes,,Wiley,2003,34.21,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Earthquake Engineering Eduaction Govt of India,
LG032634,"Sadiku , M.N.O.",Numerical Techniques in Electromagnetics,,CRC,2000,743,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,2652.75,INR,07/06/2006,2711,Reference,Reference Section,NFIC,APS,
LG032635,"Guo, Y.jay",Advances in Mobile Radio Access Networks,,A.H,2004,248,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,5162,INR,23/05/2005,2676,Reference,Reference Section,NFIC,APS,
LG032636,"Allen , Taflove & Konda",Computional Electromagnetics,,A.H,1993,717,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,10150,INR,23/05/2005,2676,Reference,Reference Section,NFIC,APS,
LG032637,"Stutzman, Warren L.",Antenna Theory and Design,,Wiley,1998,6.48,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,5772.7,INR,23/05/2005,2676,Reference,Reference Section,NFIC,APS,
LG032642,"Timoshenko , S.P",Engineering Mechanics,,Mcgraw Hill,1956,478,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,274.9,INR,20/09/2005,2939,Reference,Reference Section,NFIC,APS,
LG032644,"Timoshenko , S.P",Theory of Plates and Structures,,Mcgraw Hill,1959,580,624,eng,LGGRANT,LGGRANT,Civil Engineering,0,INR,20/09/2005,2939,Reference,Reference Section,NFIC,APS,
LG032707,Nabhis,Complication of Analysis of Rates Civil Work- I,,Nabhi Pub,2005,792,720,eng,LGGRANT,LGGRANT,Architecture,590.5,INR,21/10/2005,3033,Reference,Reference Section,NFIC,APS,
LG032708,Nabhis,Complication of Analysis of Rates Civil Work- II,,Nabhi Pub,2005,1655,720,eng,LGGRANT,LGGRANT,Architecture,590.5,INR,21/10/2005,3033,Reference,Reference Section,NFIC,APS,
LG032750,"Balchand , B.S.",Logistics Engineering and Management,,Prentice Hall of India,2005,546,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,295,INR,12/12/2005,337,Reference,Reference Section,NFIC,UBD,
LG032856,EFY,Educational Directory 2005 : Complete Tech Education,,,2005,176,001.3,eng,LGGRANT,LGGRANT,Humanities,100,INR,-,-,Reference,Reference Section,NFIC,"MITS , Gwalior",
LG032889,Britannica,Britannica Learning Library,,,2006,575,624,eng,LGGRANT,LGGRANT,Civil Engineering,600,INR,12/03/2007,3157,Reference,Reference Section,NFIC,"The Ambition , Raipur",
LG032903,Russell Ash,Whitakers World of Facts New  for 2007,,Russell Ash,2007,320,001.3,eng,LGGRANT,LGGRANT,Humanities,350,INR,01/09/2007,4001,Reference,Reference Section,NFIC,Leo International,
LG032904,Jonathan Law,Oxford Language Reference-I,Vol-I,Oxford,2007,218,001.3,eng,LGGRANT,LGGRANT,Humanities,200,INR,01/09/2007,4001,Reference,Reference Section,NFIC,Leo International,
LG032905,Susan Ratcliffe,Oxford Dictionary of Quotations & Proverbs -II,Vol-II,Oxford,2007,373,001.3,eng,LGGRANT,LGGRANT,Humanities,200,INR,01/09/2007,4001,Reference,Reference Section,NFIC,Leo International,
LG032906,Julia Ellitt,Oxford Dictionary of Thesaurus -III,Vol-III,Oxford,2007,932,001.3,eng,LGGRANT,LGGRANT,Humanities,200,INR,01/09/2007,4001,Reference,Reference Section,NFIC,Leo International,
LG032910,International Centre for Radio Science,"Proceeding National Conference on Microwave , Antenna , Propagation and Remote Sensing",,ICRS,2006,410,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,0,INR,-,-,Reference,Reference Section,NFIC,Complimentry Copy,
LG032912,Mehta / Bole,100 Himalayan Flowers,,Vendome Press,1991,144,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,-,-,Reference,Reference Section,NFIC,Complimentry Copy,
LG032914,Hubbard L.Ron,Scientology : History of Man,,New Era,2007,247,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032915,Hubbard L.Ron,Scientology : 0-80,,New Era,2007,199,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032916,Hubbard L.Ron,Scientology :8-8008,,New Era,2007,415,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032917,Hubbard L.Ron,Creation of Human Ability,,New Era,2007,529,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032918,Hubbard L.Ron,Dianestics 55,,New Era,2007,343,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032919,Hubbard L.Ron,Scientology : the Fundamental of Thought,,New Era,2007,243,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032920,Hubbard L.Ron,Problem of Works,,New Era,2007,197,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032921,Hubbard L.Ron,Scienctology: A New Slant on Life,,New Era,2007,373,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032922,Hubbard L.Ron,Scientology 08 : The Books of Basics,,New Era,2007,523,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032923,Hubbard L.Ron,Introduction to Scientology Ethics,,New Era,2007,512,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032924,Hubbard L.Ron,Dianetics : The Original Thesis,,New Era,2007,293,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032925,Hubbard L.Ron,Dianetics : The Evolution of a Science,,New Era,2007,213,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032926,Hubbard L.Ron,Dianetics : The Modern Sceince of Mental Health,,New Era,2007,678,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032927,Hubbard L.Ron,Sciences of Survival,,New Era,2007,729,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032928,Hubbard L.Ron,Self Analysis,,New Era,2007,375,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032929,Hubbard L.Ron,Advanced Procedure & Axions,,New Era,2007,295,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032930,Hubbard L.Ron,Handbook For Preclears,,New Era,2007,423,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
LG032931,Hubbard L.Ron,The way To Happiness,,New Era,2007,247,001.3,eng,LGGRANT,LGGRANT,Humanities,0,INR,28/12/2008,175293,Reference,Reference Section,NFIC,New Era,
