952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
ST024317,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024318,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024319,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024320,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024321,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024322,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024323,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024324,Kanetkar Y.,Let us C,,B.P.B.,2004,746,'004,eng,STSCGRANT,STSCGRANT,Information Technology,180,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024325,Grewal B.S.,Higher Engineering Mathematics,,Khanna Publisher,2004,1232,600,eng,STSCGRANT,STSCGRANT,Information Technology,260,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024326,Grewal B.S.,Higher Engineering Mathematics,,Khanna Publisher,2004,1232,600,eng,STSCGRANT,STSCGRANT,Applied Science,260,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024327,Grewal B.S.,Higher Engineering Mathematics,,Khanna Publisher,2004,1232,600,eng,STSCGRANT,STSCGRANT,Applied Science,260,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024328,Grewal B.S.,Higher Engineering Mathematics,,Khanna Publisher,2004,1232,600,eng,STSCGRANT,STSCGRANT,Applied Science,260,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024329,Sharma S.D.,Operation Research,,Kedar,2004,1180,620.1,eng,STSCGRANT,STSCGRANT,Applied Science,300,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024330,Sahdev,Basic Electrical Engineering,,Dhanpat Rai,2005,233,621.3,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,85,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024331,Sahdev,Basic Electrical Engineering,,Dhanpat Rai,2004,233,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,85,INR,12/30/2004,303,BK,General Section,NFIC,U.B.D,
ST024332,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024333,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024334,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024335,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024336,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024337,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024338,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024339,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024340,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024341,Gulati R.R.,Monochrome And Colour Television,,Newage,2004,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024342,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024343,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024344,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024345,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024346,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024347,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024348,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024349,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024350,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,7/23/2005,2446,BK,General Section,NFIC,APS,
ST024351,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024352,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024353,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024354,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024355,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024356,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024357,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024358,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024359,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024360,Weste N.H.E.,Principles of CMOS VLSI Design,,Pearson Education,2004,713,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,360,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024361,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024362,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024363,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024364,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024365,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024366,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024367,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024368,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024369,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024370,Handel R.,ATM Network,,Pearson Education,2004,327,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024371,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2004,576,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,350,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024372,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2004,576,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,350,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024373,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2004,576,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,350,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024374,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2004,576,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,350,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024375,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2004,576,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,350,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024376,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024377,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024378,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024379,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024380,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024381,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024382,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024383,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024384,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024385,Comer D.E.,Internet Working with TCP/IP,Vol-I,Pearson Education,2005,750,'004,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,2/23/2005,2446,BK,General Section,NFIC,APS,
ST024386,Smith/ Ness/ Abbott,Chemical Engineering Thermodynamics Ed. 6,,McGraw Hill,2000,731,660,eng,STSCGRANT,STSCGRANT,Computer Science,375,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024387,Smith/ Ness/ Abbott,Chemical Engineering Thermodynamics Ed. 6,,McGraw Hill,2000,731,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,375,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024388,Smith/ Ness/ Abbott,Chemical Engineering Thermodynamics Ed. 6,,McGraw Hill,2000,731,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,375,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024389,Smith/ Ness/ Abbott,Chemical Engineering Thermodynamics Ed. 6,,McGraw Hill,2000,731,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,375,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024390,Smith/ Ness/ Abbott,Chemical Engineering Thermodynamics Ed. 6,,McGraw Hill,2000,731,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,375,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024391,Fogler H.S.,Elements of Chemical Reaction Engineering,,Prentice Hall of India,2004,967,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,425,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024392,Fogler H.S.,Elements of Chemical Reaction Engineering,,Prentice Hall of India,2004,967,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,425,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024393,Fogler H.S.,Elements of Chemical Reaction Engineering,,Prentice Hall of India,2004,967,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,425,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024394,Fogler H.S.,Elements of Chemical Reaction Engineering,,Prentice Hall of India,2004,967,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,425,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024395,Fogler H.S.,Elements of Chemical Reaction Engineering,,Prentice Hall of India,2004,967,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,425,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024396,Treybal R.F.,Mass Transfer Operations,,McGraw Hill,1980,784,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,531,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024397,Treybal R.F.,Mass Transfer Operations,,McGraw Hill,1980,784,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,531,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024398,Treybal R.F.,Mass Transfer Operations,,McGraw Hill,1980,784,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,531,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024399,Treybal R.F.,Mass Transfer Operations,,McGraw Hill,1980,784,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,531,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024400,Mickley HS/ Reed,Applied Science Mathematics in Chemical Engineering,,McGraw Hill,2004,413,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024401,Mickley HS/ Reed,Applied Science Mathematics in Chemical Engineering,,McGraw Hill,2004,413,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024402,Kern D.O.,Process Heat Transfer,,McGraw Hill,2004,871,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,325,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024403,Kern D.O.,Process Heat Transfer,,McGraw Hill,2004,871,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,325,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024404,Kern D.O.,Process Heat Transfer,,McGraw Hill,2004,871,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,325,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024405,Kern D.O.,Process Heat Transfer,,McGraw Hill,2004,871,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,325,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024406,Kern D.O.,Process Heat Transfer,,McGraw Hill,2004,871,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,325,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024407,Coughanowr D.R.,Process System Analysis & Control,,McGraw Hill,1991,566,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,346,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024408,Coughanowr D.R.,Process System Analysis & Control,,McGraw Hill,1991,566,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,346,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024409,Coughanowr D.R.,Process System Analysis & Control,,McGraw Hill,1991,566,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,346,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024410,Coughanowr D.R.,Process System Analysis & Control,,McGraw Hill,1991,566,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,346,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024411,Coughanowr D.R.,Process System Analysis & Control,,McGraw Hill,1991,566,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,346,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024412,Smith/ Harriott. Mccabe,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024413,Smith/ Harriott. Mccabe,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024414,Smith/ Harriott. Mccabe,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024415,Smith/ Harriott. Mccabe,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024416,Smith/ Harriott. Mccabe,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024417,Roy G.K.,Fundamentals of Heat & Mass Transfer,,Khanna Publisher,2004,520,620.1,eng,STSCGRANT,STSCGRANT,Chemical Engineering,140,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024418,Roy G.K.,Fundamentals of Heat & Mass Transfer,,Khanna Publisher,2004,520,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,140,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024419,Roy G.K.,Fundamentals of Heat & Mass Transfer,,Khanna Publisher,2004,520,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,140,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024420,Roy G.K.,Fundamentals of Heat & Mass Transfer,,Khanna Publisher,2004,520,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,140,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024421,Roy G.K.,Fundamentals of Heat & Mass Transfer,,Khanna Publisher,2004,520,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,140,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024422,Jain A.K.,Fluid Mechanics,,Khanna Publisher,2004,991,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024423,Jain A.K.,Fluid Mechanics,,Khanna Publisher,2004,991,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024424,Jain A.K.,Fluid Mechanics,,Khanna Publisher,2004,991,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024425,Khanna Publisher O.P.,Materials Science & Metallurgy,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,205,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024426,Khanna Publisher O.P.,Materials Science & Metallurgy,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,205,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024427,Khanna Publisher O.P.,Materials Science & Metallurgy,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,205,INR,2/22/2005,469,BK,General Section,NFIC,U.B.D,
ST024428,Choudhary D.Roy,Network And Systems,,Newage,2005,926,621.38,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024429,Choudhary D.Roy,Network And Systems,,Newage,2005,926,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,260,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024430,Van valkenburg M.E.,Network Analysis,,Prentice Hall of India,2004,571,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024431,Van valkenburg M.E.,Network Analysis,,Prentice Hall of India,2004,571,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024432,Van valkenburg M.E.,Network Analysis,,Prentice Hall of India,2004,571,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024433,Van valkenburg M.E.,Network Analysis,,Prentice Hall of India,2004,571,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024434,Van valkenburg M.E.,Network Analysis,,Prentice Hall of India,2004,571,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024435,Bimbhra P.S.,Electrical Machinery,,Khanna Publisher,2004,1060,621.3,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024436,Bimbhra P.S.,Electrical Machinery,,Khanna Publisher,2004,1061,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024437,Bimbhra P.S.,Electrical Machinery,,Khanna Publisher,2004,1061,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024438,Bimbhra P.S.,Electrical Machinery,,Khanna Publisher,2004,1061,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,225,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024439,Kothari/ Nagrath,Electrical Machine,,McGraw Hill,2005,834,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024440,Kothari/ Nagrath,Electrical Machine,,McGraw Hill,2005,834,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024441,Kothari/ Nagrath,Electrical Machine,,McGraw Hill,2005,834,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024442,Kothari/ Nagrath,Electrical Machine,,McGraw Hill,2005,834,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024443,Kothari/ Nagrath,Electrical Machine,,McGraw Hill,2005,834,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024444,Millman/ Halkias,Integrated Electronics,,McGraw Hill,2004,910,621.38,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024445,Millman/ Halkias,Integrated Electronics,,McGraw Hill,2004,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,285,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024446,Millman/ Halkias,Integrated Electronics,,McGraw Hill,2004,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,285,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
