Barcode,Author,title,Volume,Publisher,Copyright Year,Pages,Notification Number,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC023994,"Mano, M.M.",Computer System Architecture,,Pearson Education,2008,520,004,eng,SCGRANT,SCGRANT,Computer Science,210,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC023995,"Mano, M.M.",Computer System Architecture,,Pearson Education,2008,520,004,eng,SCGRANT,SCGRANT,Computer Science,210,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC023996,"Mano, M.M.",Computer System Architecture,,Pearson Education,2008,520,004,eng,SCGRANT,SCGRANT,Computer Science,210,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC023997,"Mano, M.M.",Computer System Architecture,,Pearson Education,2008,520,004,eng,SCGRANT,SCGRANT,Computer Science,210,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC023998,"Mano, M.M.",Computer System Architecture,,Pearson Education,2008,520,004,eng,SCGRANT,SCGRANT,Computer Science,210,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC023999,"Mano, M.M.",Computer System Architecture,,Pearson Education,2008,520,004,eng,SCGRANT,SCGRANT,Computer Science,210,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024000,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024001,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024002,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024003,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024004,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024005,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024006,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024007,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024008,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024009,Navathe/Gupta,Database Systems,,Pearson Education,2007,798,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024010,Deitel,C How to Program,,Prentice Hall of India,2006,1255,004,eng,SCGRANT,SCGRANT,Computer Science,625,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024011,"Walther, S.",ASP.NET 3.5,,Pearson Education,2008,1890,004,eng,SCGRANT,SCGRANT,Computer Science,750,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024012,"Walther, S.",ASP.NET 3.5,,Pearson Education,2008,1890,004,eng,SCGRANT,SCGRANT,Computer Science,750,INR,3/25/2008,5909,Reference,Reference Section,NFIC,APS,
SC024013,"Walther, S.",ASP.NET 3.5,,Pearson Education,2008,1890,004,eng,SCGRANT,SCGRANT,Computer Science,750,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024014,"Rajaraman, V.",Computer Programming in C,,Prentice Hall of India,2007,363,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024015,"Rajaraman, V.",Computer Programming in C,,Prentice Hall of India,2007,363,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024016,"Rajaraman, V.",Computer Programming in C,,Prentice Hall of India,2007,363,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024017,"Rajaraman, V.",Computer Programming in C,,Prentice Hall of India,2007,363,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024018,"Rajaraman, V.",Computer Programming in C,,Prentice Hall of India,2007,363,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,3/25/2008,5909,BK,General Section,NFIC,APS,
SC024019,Microsoft,Computer Dictionary,,Prentice Hall of India,2006,637,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5910,Reference,Reference Section,NFIC,APS,
SC024020,Anand Kumar A.,Digital Circuits,,Prentice Hall of India,2007,669,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024021,Anand Kumar A.,Digital Circuits,,Prentice Hall of India,2007,669,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024022,Anand Kumar A.,Digital Circuits,,Prentice Hall of India,2007,669,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024023,Anand Kumar A.,Digital Circuits,,Prentice Hall of India,2007,669,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024024,"Ciletti, M.D.",Advanced Digital Design with the verilog HDL,,Prentice Hall of India,2006,982,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,495,INR,3/25/2008,5910,Reference,Reference Section,NFIC,APS,
SC024025,"Ciletti, M.D.",Advanced Digital Design with the verilog HDL,,Prentice Hall of India,2006,982,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,495,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024026,"Ciletti, M.D.",Advanced Digital Design with the verilog HDL,,Prentice Hall of India,2006,982,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,495,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024027,"Ciletti, M.D.",Advanced Digital Design with the verilog HDL,,Prentice Hall of India,2006,982,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,495,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024028,"Mathivanan, H.",Microprocessor PC Hardware & Interfacing,,Prentice Hall of India,2007,519,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024029,"Mathivanan, H.",Microprocessor PC Hardware & Interfacing,,Prentice Hall of India,2007,519,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024030,"Mathivanan, H.",Microprocessor PC Hardware & Interfacing,,Prentice Hall of India,2007,519,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024031,"Mathivanan, H.",Microprocessor PC Hardware & Interfacing,,Prentice Hall of India,2007,519,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024032,Singh/Choudhary,MATLAB Programming,,Prentice Hall of India,2007,370,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024033,Comer. D.E.,Internetworking with TCP/IP Vol-I,I,Pearson Education,2007,684,004,eng,SCGRANT,SCGRANT,Computer Science,310,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024034,Comer. D.E.,Internetworking with TCP/IP Vol-I,I,Pearson Education,2007,684,004,eng,SCGRANT,SCGRANT,Computer Science,310,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024035,Comer. D.E.,Internetworking with TCP/IP Vol-I,I,Pearson Education,2007,684,004,eng,SCGRANT,SCGRANT,Computer Science,310,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024036,Comer. D.E.,Internetworking with TCP/IP Vol-I,I,Pearson Education,2007,684,004,eng,SCGRANT,SCGRANT,Computer Science,310,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024037,Comer. D.E.,Internetworking with TCP/IP Vol-I,I,Pearson Education,2007,684,004,eng,SCGRANT,SCGRANT,Computer Science,310,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024038,Comer/Stevens,Internetworking with TCP/IP Vol-II,II,Pearson Education,2007,660,004,eng,SCGRANT,SCGRANT,Computer Science,285,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024039,Comer/Stevens,Internetworking with TCP/IP Vol-II,II,Pearson Education,2007,660,004,eng,SCGRANT,SCGRANT,Computer Science,285,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024040,Comer/Stevens,Internetworking with TCP/IP Vol-II,II,Pearson Education,2007,660,004,eng,SCGRANT,SCGRANT,Computer Science,285,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024041,Comer/Stevens,Internetworking with TCP/IP Vol-II,II,Pearson Education,2007,660,004,eng,SCGRANT,SCGRANT,Computer Science,285,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024042,Comer/Stevens,Internetworking with TCP/IP Vol-II,II,Pearson Education,2007,660,004,eng,SCGRANT,SCGRANT,Computer Science,285,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024043,Comer/Stevens,Internetworking with TCP/IP Vol-III,III,Pearson Education,2007,537,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024044,Comer/Stevens,Internetworking with TCP/IP Vol-III,III,Pearson Education,2007,537,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024045,Comer/Stevens,Internetworking with TCP/IP Vol-III,III,Pearson Education,2007,537,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024046,Comer/Stevens,Internetworking with TCP/IP Vol-III,III,Pearson Education,2007,537,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024047,Comer/Stevens,Internetworking with TCP/IP Vol-III,III,Pearson Education,2007,537,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024048,"Shah, N.",Database Systems using Oracle,,Prentice Hall of India,2007,432,004,eng,SCGRANT,SCGRANT,Computer Science,250,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024049,"Rajaraman, V.",Digital Logic & Computer Organization,,Prentice Hall of India,2006,513,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024050,"Rajaraman, V.",Digital Logic & Computer Organization,,Prentice Hall of India,2006,513,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024051,"Rajaraman, V.",Digital Logic & Computer Organization,,Prentice Hall of India,2006,513,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024052,"Rajaraman, V.",Computer Organization & Architecture,,Prentice Hall of India,2007,493,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024053,"Rajaraman, V.",Computer Organization & Architecture,,Prentice Hall of India,2007,493,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024054,"Mazidi, M.A.",The 8051 Microcontroller & Embedded Systems,,Pearson Education,2008,547,004,eng,SCGRANT,SCGRANT,Computer Science,340,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024055,"Mazidi, M.A.",The 8051 Microcontroller & Embedded Systems,,Pearson Education,2008,547,004,eng,SCGRANT,SCGRANT,Computer Science,340,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024056,"Mazidi, M.A.",The 8051 Microcontroller & Embedded Systems,,Pearson Education,2008,547,004,eng,SCGRANT,SCGRANT,Computer Science,340,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024057,Brey/Sharma,The Intel Microprocessor 8086/8088,,Pearson Education,2007,776,004,eng,SCGRANT,SCGRANT,Computer Science,299,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024058,Brey/Sharma,The Intel Microprocessor 8086/8088,,Pearson Education,2007,776,004,eng,SCGRANT,SCGRANT,Computer Science,299,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024059,Brey/Sharma,The Intel Microprocessor 8086/8088,,Pearson Education,2007,776,004,eng,SCGRANT,SCGRANT,Computer Science,299,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024060,Brey/Sharma,The Intel Microprocessor 8086/8088,,Pearson Education,2007,776,004,eng,SCGRANT,SCGRANT,Computer Science,299,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024061,Brey/Sharma,The Intel Microprocessor 8086/8088,,Pearson Education,2007,776,004,eng,SCGRANT,SCGRANT,Computer Science,299,INR,3/25/2008,5910,BK,General Section,NFIC,APS,
SC024062,"Weiss, E.H.",The Elements of International English,,Prentice Hall of India,2006,162,004,eng,SCGRANT,SCGRANT,Computer Science,150,INR,3/25/2008,5911,BK,General Section,NFIC,APS,
SC024063,BHEL,Transformers,,BHELTata McGraw Hill,2008,614,004,eng,SCGRANT,SCGRANT,Computer Science,525,INR,3/25/2008,5912,BK,General Section,NFIC,APS,
SC024064,"Joseph, G.",Fundamentals of Remote Sensing,,University Press,2007,489,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,3/25/2008,5913,BK,General Section,NFIC,APS,3
SC024065,"Joseph, G.",Fundamentals of Remote Sensing,,University Press,2007,489,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,3/25/2008,5913,BK,General Section,NFIC,APS,
SC024066,"Rajaraman, V.",Computer Organization & Architecture,,Prentice Hall of India,2007,493,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024067,"Rajaraman, V.",Computer Organization & Architecture,,Prentice Hall of India,2007,493,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024068,"Rajaraman, V.",Computer Organization & Architecture,,Prentice Hall of India,2007,493,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024069,"Rajaraman, V.",Computer Organization & Architecture,,Prentice Hall of India,2007,493,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024070,"Kelkar, S.A.",Software Engineering,,Prentice Hall of India,2007,940,004,eng,SCGRANT,SCGRANT,Computer Science,495,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024071,"Tiwari, N.K.",Operations Research,,Prentice Hall of India,2006,292,004,eng,SCGRANT,SCGRANT,Computer Science,225,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024072,Deitel,C: How To Program,,Prentice Hall of India,2006,1255,004,eng,SCGRANT,SCGRANT,Computer Science,625,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024073,Deitel,C: How To Program,,Prentice Hall of India,2006,1255,004,eng,SCGRANT,SCGRANT,Computer Science,625,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024074,"Kruse, R.",Data Structures & Program Design in C,,Prentice Hall of India,2007,671,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024075,"Kruse, R.",Data Structures & Program Design in C,,Prentice Hall of India,2007,671,004,eng,SCGRANT,SCGRANT,Computer Science,295,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024076,"Esposito, D.",Microsoft ASP.NET 2.0,,Prentice Hall of India,2006,427,004,eng,SCGRANT,SCGRANT,Computer Science,425,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024077,"Shepherd, G.",Microsoft ASP.NET 2.0 Step by Step,,Prentice Hall of India,2007,419,004,eng,SCGRANT,SCGRANT,Computer Science,450,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024078,"Shepherd, G.",Microsoft ASP.NET 2.0 Step by Step,,Prentice Hall of India,2007,419,004,eng,SCGRANT,SCGRANT,Computer Science,450,INR,3/25/2008,5914,BK,General Section,NFIC,APS,
SC024079,"Jagannathan, V.",Power Electronics,,Prentice Hall of India,2007,298,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,3/25/2008,5915,BK,General Section,NFIC,APS,
SC024080,"Groover, M.P.",Fundamentals of Modern Manufacturing,,Wiley,2007,1008,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,599,INR,3/25/2008,5916,BK,General Section,NFIC,APS,
SC024081,"Groover, M.P.",Fundamentals of Modern Manufacturing,,Wiley,2007,1008,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,599,INR,3/25/2008,5916,BK,General Section,NFIC,APS,
SC024082,"Groover, M.P.",Fundamentals of Modern Manufacturing,,Wiley,2007,1008,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,599,INR,3/25/2008,5916,BK,General Section,NFIC,APS,
SC024083,"Groover, M.P.",Fundamentals of Modern Manufacturing,,Wiley,2007,1008,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,599,INR,3/25/2008,5916,BK,General Section,NFIC,APS,
SC024084,"Groover, M.P.",Fundamentals of Modern Manufacturing,,Wiley,2007,1008,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,599,INR,3/25/2008,5916,BK,General Section,NFIC,APS,
SC024085,"Murthy, D.K.",Indian Financial Systems,,IKI,2006,137,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,75,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024086,"Venugopal, K.R.",Growth Imbalance & Indian Economy,,IKI,2007,565,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,595,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024087,"Naidu, N.V.R.",Operations Research,,IKI,2007,180,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,95,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024088,"Naidu, N.V.R.",Operations Research,,IKI,2007,180,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,95,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024089,"Varghese, P.C.",Building Materials,,Prentice Hall of India,2006,267,624,eng,SCGRANT,SCGRANT,Civil Engineering,225,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024090,"Varghese, P.C.",Building Materials,,Prentice Hall of India,2006,267,624,eng,SCGRANT,SCGRANT,Civil Engineering,225,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024091,"Papacostac, C.S.",Transportation Engineering & Planning,,Pearson Education,2008,685,624,eng,SCGRANT,SCGRANT,Civil Engineering,335,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024092,Prentice Hall,Environmental Science for Environmental Management,,Prentice Hall of India,2000,520,624,eng,SCGRANT,SCGRANT,Civil Engineering,1591.8,INR,3/25/2008,5917,Reference,Reference Section,NFIC,APS,
SC024093,Reddy/Suhaib,Construction of india & Professional Ethics,,IKI,2006,192,624,eng,SCGRANT,SCGRANT,Civil Engineering,75,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024094,Reddy/Suhaib,Construction of india & Professional Ethics,,IKI,2006,192,624,eng,SCGRANT,SCGRANT,Civil Engineering,75,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024095,"Murthy,S.T.",Computer Aided Engineering Drawing,,IKI,2006,285,624,eng,SCGRANT,SCGRANT,Civil Engineering,175,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024096,"Murthy,S.T.",Computer Aided Engineering Drawing,,IKI,2006,285,624,eng,SCGRANT,SCGRANT,Civil Engineering,175,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024097,"Murthy,S.T.",Computer Aided Engineering Drawing,,IKI,2006,285,624,eng,SCGRANT,SCGRANT,Civil Engineering,175,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024098,"Murthy,S.T.",Computer Aided Engineering Drawing,,IKI,2006,285,624,eng,SCGRANT,SCGRANT,Civil Engineering,175,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024099,"Murthy,S.T.",Key to Computer Aided Engineering Drawing,,IKI,2007,128,004,eng,SCGRANT,SCGRANT,Computer Science,95,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024100,"Murthy,S.T.",Key to Computer Aided Engineering Drawing,,IKI,2007,128,004,eng,SCGRANT,SCGRANT,Computer Science,95,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024101,"Murthy,S.T.",Key to Computer Aided Engineering Drawing,,IKI,2007,128,004,eng,SCGRANT,SCGRANT,Computer Science,95,INR,3/25/2008,5917,BK,General Section,NFIC,APS,
SC024102,"Keown, A.J.",Financial Management,,Pearson Education,2007,801,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,450,INR,3/25/2008,5918,BK,General Section,NFIC,APS,
SC024103,"Keown, A.J.",Financial Management,,Pearson Education,2007,801,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,450,INR,3/25/2008,5918,BK,General Section,NFIC,APS,
SC024104,"Vanhorn, J.C.",Fundamental of Financial Management,,Pearson Education,2008,681,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,3/25/2008,5918,BK,General Section,NFIC,APS,
SC024105,"Vanhorn, J.C.",Fundamental of Financial Management,,Pearson Education,2008,681,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,3/25/2008,5918,BK,General Section,NFIC,APS,
SC024106,"Mainiero, L.A.",Developing Managerial Skills in Organizational Behaviour,,Prentice Hall of India,2005,491,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,3/25/2008,5918,BK,General Section,NFIC,APS,
SC024107,"Mainiero, L.A.",Developing Managerial Skills in Organizational Behaviour,,Prentice Hall of India,2005,491,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,3/25/2008,5918,BK,General Section,NFIC,APS,
SC024108,"Johannesson, R.",Fundamentals of Convolutional Coding,,University Press,2001,426,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,3/25/2008,5919,Reference,Reference Section,NFIC,APS,
SC024109,"Schreiber, g.",Knowledge Engineering & Management,,University Press,2003,453,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,500,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024110,"Vasudevan, K.",Digital Communications & Signal Processing,,University Press,2007,293,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,340,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024111,"Vasudevan, K.",Digital Communications & Signal Processing,,University Press,2007,293,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,340,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024112,"Sreekanth, P.V.",Digital Microwave Communication System,,University Press,2003,558,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,575,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024113,"O'shaughnessy, D.",Speech Communications,,University Press,2001,545,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,625,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024114,"Smith , A.A.",Radio Frequency Principles & Applications,,University Press,2001,217,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,275,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024115,"Smith , A.A.",Radio Frequency Principles & Applications,,University Press,2001,217,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,275,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024116,"Iwanska,L.M.",Natural Language processing & Knowledge Repersentation,,University Press,2000,459,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,450,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024117,Cloete/Zurada,Knowledge-based Neurocomputing,,University Press,2002,486,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,550,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024118,"Rao, M.M.",Optical Communications,,University Press,2000,168,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024119,"Rao, M.M.",Optical Communications,,University Press,2000,168,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024120,"Rao, M.M.",Optical Communications,,University Press,2000,168,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024121,"Rao, M.M.",Optical Communications,,University Press,2000,168,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,3/25/2008,5919,BK,General Section,NFIC,APS,
SC024122,"Schodek, D.L.",Structures,,Prentice Hall of India,2007,581,624,eng,SCGRANT,SCGRANT,Civil Engineering,325,INR,3/25/2008,5920,Reference,Reference Section,NFIC,APS,
SC024123,"Schodek, D.L.",Structures,,Prentice Hall of India,2007,581,624,eng,SCGRANT,SCGRANT,Civil Engineering,325,INR,3/25/2008,5920,BK,General Section,NFIC,APS,
SC024124,"Schodek, D.L.",Structures,,Prentice Hall of India,2007,581,624,eng,SCGRANT,SCGRANT,Civil Engineering,325,INR,3/25/2008,5920,BK,General Section,NFIC,APS,
SC024125,"Qasim, S.R./Zhu",Waterworks Engineering,,Prentice Hall of India,2006,844,624,eng,SCGRANT,SCGRANT,Civil Engineering,325,INR,3/25/2008,5920,BK,General Section,NFIC,APS,
SC024126,"Qasim, S.R./Zhu",Waterworks Engineering,,Prentice Hall of India,2006,844,624,eng,SCGRANT,SCGRANT,Civil Engineering,325,INR,3/25/2008,5920,BK,General Section,NFIC,APS,
SC024127,"Qasim, S.R./Zhu",Waterworks Engineering,,Prentice Hall of India,2006,844,624,eng,SCGRANT,SCGRANT,Civil Engineering,325,INR,3/25/2008,5920,BK,General Section,NFIC,APS,
SC024128,Sartaj Sahni,Data Structures Algorithms & Application in JAVA,,University Press,2007,833,004,eng,SCGRANT,SCGRANT,Computer Science,480,INR,3/21/2008,5921,BK,General Section,NFIC,APS,
SC024129,Sartaj Sahni,Data Structures Algorithms & Application in C++,,University Press,2005,788,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/21/2008,5921,BK,General Section,NFIC,APS,
SC024130,Sartaj Sahni,Data Structures Algorithms & Application in C++,,University Press,2005,788,004,eng,SCGRANT,SCGRANT,Computer Science,350,INR,3/21/2008,5921,BK,General Section,NFIC,APS,
